Days to Deliver,Comments,Approved By,Manufacturer,Return Reason,Row ID,Order ID,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Discount,Region,Order Date,Ship Date
6,This item was never shipped. Did not arrive with order,C Arnold,GBC,Incorrect Product Shipped,138,CA-2017-145583,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,76.176,3,26.6616,0.2,West,13-10-2017,19-10-2017
6,customer got item cheaper at online discount store,M Gomez,Other,No Longer Needed,140,CA-2017-145583,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,43.12,14,20.6976,0,West,13-10-2017,19-10-2017
6,,,Sanford,incorrect Product Ordered,136,CA-2017-145583,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,OFF-AR-10001149,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",11.52,4,3.456,0,West,13-10-2017,19-10-2017
6,This item was never shipped. Did not arrive with order,C Arnold,GBC,Incorrect Product Shipped,138,CA-2017-145583,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,76.176,3,26.6616,0.2,West,13-10-2017,19-10-2017
6,customer got item cheaper at online discount store,M Gomez,Other,No Longer Needed,140,CA-2017-145583,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,43.12,14,20.6976,0,West,13-10-2017,19-10-2017
6,,,Sanford,incorrect Product Ordered,136,CA-2017-145583,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,OFF-AR-10001149,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",11.52,4,3.456,0,West,13-10-2017,19-10-2017
6,This item was never shipped. Did not arrive with order,C Arnold,GBC,Incorrect Product Shipped,138,CA-2017-145583,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,76.176,3,26.6616,0.2,West,13-10-2017,19-10-2017
6,customer got item cheaper at online discount store,M Gomez,Other,No Longer Needed,140,CA-2017-145583,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,43.12,14,20.6976,0,West,13-10-2017,19-10-2017
6,,,Sanford,incorrect Product Ordered,136,CA-2017-145583,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,OFF-AR-10001149,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",11.52,4,3.456,0,West,13-10-2017,19-10-2017
6,This item was never shipped. Did not arrive with order,C Arnold,GBC,Incorrect Product Shipped,138,CA-2017-145583,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,76.176,3,26.6616,0.2,West,13-10-2017,19-10-2017
6,customer got item cheaper at online discount store,M Gomez,Other,No Longer Needed,140,CA-2017-145583,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,43.12,14,20.6976,0,West,13-10-2017,19-10-2017
5,,,Eureka,General,1315,CA-2017-145919,Standard Class,HG-14965,Henry Goldwyn,Corporate,United States,Los Angeles,California,90032,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",38.88,6,18.6624,0,West,18-12-2017,23-12-2017
5,,,Eureka,General,1315,CA-2017-145919,Standard Class,HG-14965,Henry Goldwyn,Corporate,United States,Los Angeles,California,90032,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",38.88,6,18.6624,0,West,18-12-2017,23-12-2017
5,,,Eureka,General,1315,CA-2017-145919,Standard Class,HG-14965,Henry Goldwyn,Corporate,United States,Los Angeles,California,90032,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",38.88,6,18.6624,0,West,18-12-2017,23-12-2017
1,,,Other,Defective,4945,CA-2017-151372,First Class,JH-15985,Joseph Holt,Consumer,United States,Redondo Beach,California,90278,OFF-PA-10004381,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,96.08,2,46.1184,0,West,05-09-2017,06-09-2017
1,,,Other,Defective,4945,CA-2017-151372,First Class,JH-15985,Joseph Holt,Consumer,United States,Redondo Beach,California,90278,OFF-PA-10004381,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,96.08,2,46.1184,0,West,05-09-2017,06-09-2017
1,,,Other,Defective,4945,CA-2017-151372,First Class,JH-15985,Joseph Holt,Consumer,United States,Redondo Beach,California,90278,OFF-PA-10004381,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,96.08,2,46.1184,0,West,05-09-2017,06-09-2017
6,customer found cheaper item on discount site,S Kelly,SAFCO,No Longer Needed,9710,CA-2017-161746,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Los Angeles,California,90045,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,340.92,3,3.409200000,0,West,21-10-2017,27-10-2017
6,customer found cheaper item on discount site,S Kelly,SAFCO,No Longer Needed,9710,CA-2017-161746,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Los Angeles,California,90045,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,340.92,3,3.409200000,0,West,21-10-2017,27-10-2017
6,customer found cheaper item on discount site,S Kelly,SAFCO,No Longer Needed,9710,CA-2017-161746,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Los Angeles,California,90045,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,340.92,3,3.409200000,0,West,21-10-2017,27-10-2017
6,customer found cheaper item on discount site,S Kelly,SAFCO,No Longer Needed,9710,CA-2017-161746,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Los Angeles,California,90045,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,340.92,3,3.409200000,0,West,21-10-2017,27-10-2017
4,,,Ibico,Incorrect Product Shipped,324,CA-2017-162138,Standard Class,GK-14620,Grace Kelly,Corporate,United States,Hesperia,California,92345,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,251.52,6,81.744,0.2,West,23-04-2017,27-04-2017
4,,,Ibico,Incorrect Product Shipped,324,CA-2017-162138,Standard Class,GK-14620,Grace Kelly,Corporate,United States,Hesperia,California,92345,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,251.52,6,81.744,0.2,West,23-04-2017,27-04-2017
0,Customer received covers that were not printer friendly,K Lawrence,Ibico,Incorrect Product Shipped,7051,CA-2017-165330,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,209.6,5,68.12,0.2,West,11-12-2017,11-12-2017
0,Customer received covers that were not printer friendly,K Lawrence,Ibico,Incorrect Product Shipped,7051,CA-2017-165330,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,209.6,5,68.12,0.2,West,11-12-2017,11-12-2017
0,Customer received covers that were not printer friendly,K Lawrence,Ibico,Incorrect Product Shipped,7051,CA-2017-165330,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,209.6,5,68.12,0.2,West,11-12-2017,11-12-2017
0,Customer received covers that were not printer friendly,K Lawrence,Ibico,Incorrect Product Shipped,7051,CA-2017-165330,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,209.6,5,68.12,0.2,West,11-12-2017,11-12-2017
0,Customer received covers that were not printer friendly,K Lawrence,Ibico,Incorrect Product Shipped,7051,CA-2017-165330,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,209.6,5,68.12,0.2,West,11-12-2017,11-12-2017
0,Customer received covers that were not printer friendly,K Lawrence,Ibico,Incorrect Product Shipped,7051,CA-2017-165330,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,209.6,5,68.12,0.2,West,11-12-2017,11-12-2017
0,Customer received covers that were not printer friendly,K Lawrence,Ibico,Incorrect Product Shipped,7051,CA-2017-165330,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,209.6,5,68.12,0.2,West,11-12-2017,11-12-2017
0,Customer received covers that were not printer friendly,K Lawrence,Ibico,Incorrect Product Shipped,7051,CA-2017-165330,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,209.6,5,68.12,0.2,West,11-12-2017,11-12-2017
0,Customer received covers that were not printer friendly,K Lawrence,Ibico,Incorrect Product Shipped,7051,CA-2017-165330,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,209.6,5,68.12,0.2,West,11-12-2017,11-12-2017
0,Customer received covers that were not printer friendly,K Lawrence,Ibico,Incorrect Product Shipped,7051,CA-2017-165330,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,209.6,5,68.12,0.2,West,11-12-2017,11-12-2017
0,Customer received covers that were not printer friendly,K Lawrence,Ibico,Incorrect Product Shipped,7051,CA-2017-165330,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,209.6,5,68.12,0.2,West,11-12-2017,11-12-2017
0,,,Razer,No Longer Needed,6634,CA-2017-166275,Same Day,SS-20590,Sonia Sunley,Consumer,United States,San Francisco,California,94109,TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,199.99,1,85.9957,0,West,24-10-2017,24-10-2017
2,,,Fellowes,Incorrect Product Ordered,6611,CA-2017-168921,First Class,AG-10495,Andrew Gjertsen,Corporate,United States,Los Angeles,California,90049,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",19.296,3,6.03,0.2,West,20-10-2017,22-10-2017
6,Customer meant to order LED bulbs,K Lawrence,Other,Incorrect Product Ordered,5462,CA-2018-101574,Standard Class,BD-11725,Bruce Degenhardt,Consumer,United States,Los Angeles,California,90032,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,9.24,3,4.4352,0,West,28-09-2018,04-10-2018
4,,,Mitel,Incorrect Product Ordered,2247,CA-2018-103380,Standard Class,BF-11005,Barry Franz,Home Office,United States,Pasadena,California,91104,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,659.976,3,49.4982,0.2,West,21-11-2018,25-11-2018
4,,,Mitel,Incorrect Product Ordered,2247,CA-2018-103380,Standard Class,BF-11005,Barry Franz,Home Office,United States,Pasadena,California,91104,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,659.976,3,49.4982,0.2,West,21-11-2018,25-11-2018
4,,,Mitel,Incorrect Product Ordered,2247,CA-2018-103380,Standard Class,BF-11005,Barry Franz,Home Office,United States,Pasadena,California,91104,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,659.976,3,49.4982,0.2,West,21-11-2018,25-11-2018
4,,,Mitel,Incorrect Product Ordered,2247,CA-2018-103380,Standard Class,BF-11005,Barry Franz,Home Office,United States,Pasadena,California,91104,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,659.976,3,49.4982,0.2,West,21-11-2018,25-11-2018
4,,,Mitel,Incorrect Product Ordered,2247,CA-2018-103380,Standard Class,BF-11005,Barry Franz,Home Office,United States,Pasadena,California,91104,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,659.976,3,49.4982,0.2,West,21-11-2018,25-11-2018
7,,,Novimex,Defective,4146,CA-2018-112725,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,San Francisco,California,94110,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,120.784,1,-13.5882,0.2,West,30-01-2018,06-02-2018
7,,,Novimex,Defective,4146,CA-2018-112725,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,San Francisco,California,94110,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,120.784,1,-13.5882,0.2,West,30-01-2018,06-02-2018
7,,,Novimex,Defective,4146,CA-2018-112725,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,San Francisco,California,94110,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,120.784,1,-13.5882,0.2,West,30-01-2018,06-02-2018
5,Customer ordered too many packs,E Williams,Xerox,Incorrect Product Ordered,4497,CA-2018-112753,Standard Class,CC-12670,Craig Carreira,Consumer,United States,Los Angeles,California,90032,OFF-PA-10002036,Office Supplies,Paper,Xerox 1930,38.88,6,19.0512,0,West,18-06-2018,23-06-2018
5,Customer ordered too many packs,E Williams,Xerox,Incorrect Product Ordered,4497,CA-2018-112753,Standard Class,CC-12670,Craig Carreira,Consumer,United States,Los Angeles,California,90032,OFF-PA-10002036,Office Supplies,Paper,Xerox 1930,38.88,6,19.0512,0,West,18-06-2018,23-06-2018
2,doesn't need the paper now,S Kelly,Xerox,No Longer Needed,3712,CA-2018-113670,First Class,RS-19765,Roland Schwarz,Corporate,United States,Los Angeles,California,90045,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,204.95,5,100.4255,0,West,15-10-2018,17-10-2018
2,doesn't need the paper now,S Kelly,Xerox,No Longer Needed,3712,CA-2018-113670,First Class,RS-19765,Roland Schwarz,Corporate,United States,Los Angeles,California,90045,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,204.95,5,100.4255,0,West,15-10-2018,17-10-2018
3,,,Logitech,General,1415,CA-2018-115994,Second Class,BT-11305,Beth Thompson,Home Office,United States,Costa Mesa,California,92627,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,239.97,3,26.3967,0,West,28-01-2018,31-01-2018
3,,,Logitech,General,1415,CA-2018-115994,Second Class,BT-11305,Beth Thompson,Home Office,United States,Costa Mesa,California,92627,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,239.97,3,26.3967,0,West,28-01-2018,31-01-2018
2,,,Xerox,General,1192,CA-2018-117212,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,90036,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,223.92,4,109.7208,0,West,26-02-2018,28-02-2018
2,,,Xerox,General,1192,CA-2018-117212,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,90036,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,223.92,4,109.7208,0,West,26-02-2018,28-02-2018
2,,,Xerox,General,1192,CA-2018-117212,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,90036,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,223.92,4,109.7208,0,West,26-02-2018,28-02-2018
2,,,Xerox,General,1192,CA-2018-117212,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,90036,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,223.92,4,109.7208,0,West,26-02-2018,28-02-2018
2,,,Xerox,General,1192,CA-2018-117212,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,90036,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,223.92,4,109.7208,0,West,26-02-2018,28-02-2018
5,,,Lesro,General,8619,CA-2018-117513,Standard Class,BT-11395,Bill Tyler,Corporate,United States,Los Angeles,California,90004,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",399.672,7,-14.987700000,0.2,West,03-03-2018,08-03-2018
4,,,Xerox,No Longer Needed,3557,CA-2018-118542,Standard Class,CC-12550,Clay Cheatham,Consumer,United States,Los Angeles,California,90008,OFF-PA-10004735,Office Supplies,Paper,Xerox 1905,45.36,7,21.7728,0,West,01-12-2018,05-12-2018
4,,,Xerox,No Longer Needed,3557,CA-2018-118542,Standard Class,CC-12550,Clay Cheatham,Consumer,United States,Los Angeles,California,90008,OFF-PA-10004735,Office Supplies,Paper,Xerox 1905,45.36,7,21.7728,0,West,01-12-2018,05-12-2018
5,Customer found mats cheaper at online discount store,G Lindsay,Tenex,No Longer Needed,9991,CA-2018-121258,Standard Class,DB-13060,Dave Brooks,Consumer,United States,Costa Mesa,California,92627,FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,91.96,2,15.6332,0,West,26-02-2018,03-03-2018
5,Customer found mats cheaper at online discount store,G Lindsay,Tenex,No Longer Needed,9991,CA-2018-121258,Standard Class,DB-13060,Dave Brooks,Consumer,United States,Costa Mesa,California,92627,FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,91.96,2,15.6332,0,West,26-02-2018,03-03-2018
5,Customer found mats cheaper at online discount store,G Lindsay,Tenex,No Longer Needed,9991,CA-2018-121258,Standard Class,DB-13060,Dave Brooks,Consumer,United States,Costa Mesa,California,92627,FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,91.96,2,15.6332,0,West,26-02-2018,03-03-2018
6,,,Xerox,No Longer Needed,9324,CA-2018-121853,Standard Class,DB-13660,Duane Benoit,Consumer,United States,Los Angeles,California,90036,OFF-PA-10003641,Office Supplies,Paper,Xerox 1909,211.04,8,97.0784,0,West,23-09-2018,29-09-2018
6,,,Xerox,No Longer Needed,9324,CA-2018-121853,Standard Class,DB-13660,Duane Benoit,Consumer,United States,Los Angeles,California,90036,OFF-PA-10003641,Office Supplies,Paper,Xerox 1909,211.04,8,97.0784,0,West,23-09-2018,29-09-2018
6,,,Xerox,No Longer Needed,9324,CA-2018-121853,Standard Class,DB-13660,Duane Benoit,Consumer,United States,Los Angeles,California,90036,OFF-PA-10003641,Office Supplies,Paper,Xerox 1909,211.04,8,97.0784,0,West,23-09-2018,29-09-2018
5,Customer didn't realize that headset only had one earphone,M Gomez,Plantronics,Incorrect Product Ordered,2075,CA-2018-122504,Second Class,DB-13270,Deborah Brumfield,Home Office,United States,Brentwood,California,94513,TEC-PH-10002468,Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural",761.544,7,66.6351,0.2,West,07-11-2018,12-11-2018
5,Customer didn't realize that headset only had one earphone,M Gomez,Plantronics,Incorrect Product Ordered,2075,CA-2018-122504,Second Class,DB-13270,Deborah Brumfield,Home Office,United States,Brentwood,California,94513,TEC-PH-10002468,Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural",761.544,7,66.6351,0.2,West,07-11-2018,12-11-2018
5,Customer didn't want a rolling chair,M Gomez,Novimex,Incorrect Product Ordered,6577,CA-2018-123085,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,Los Angeles,California,90008,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,170.352,3,-17.0352,0.2,West,03-03-2018,08-03-2018
5,Customer didn't want a rolling chair,M Gomez,Novimex,Incorrect Product Ordered,6577,CA-2018-123085,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,Los Angeles,California,90008,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,170.352,3,-17.0352,0.2,West,03-03-2018,08-03-2018
6,,,Avery,Incorrect Product Shipped,1707,CA-2018-123491,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,San Francisco,California,94122,OFF-LA-10003077,Office Supplies,Labels,Avery 500,43.86,6,20.6142,0,West,30-10-2018,05-11-2018
6,,,Avery,Incorrect Product Shipped,1707,CA-2018-123491,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,San Francisco,California,94122,OFF-LA-10003077,Office Supplies,Labels,Avery 500,43.86,6,20.6142,0,West,30-10-2018,05-11-2018
6,,,Avery,Incorrect Product Shipped,1707,CA-2018-123491,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,San Francisco,California,94122,OFF-LA-10003077,Office Supplies,Labels,Avery 500,43.86,6,20.6142,0,West,30-10-2018,05-11-2018
6,,,Avery,Incorrect Product Shipped,1707,CA-2018-123491,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,San Francisco,California,94122,OFF-LA-10003077,Office Supplies,Labels,Avery 500,43.86,6,20.6142,0,West,30-10-2018,05-11-2018
6,,,Avery,Incorrect Product Shipped,1707,CA-2018-123491,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,San Francisco,California,94122,OFF-LA-10003077,Office Supplies,Labels,Avery 500,43.86,6,20.6142,0,West,30-10-2018,05-11-2018
6,,,Avery,Incorrect Product Shipped,1707,CA-2018-123491,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,San Francisco,California,94122,OFF-LA-10003077,Office Supplies,Labels,Avery 500,43.86,6,20.6142,0,West,30-10-2018,05-11-2018
5,,,Avery,Incorrect Product Ordered,6859,CA-2018-128965,Standard Class,PS-18760,Pamela Stobb,Consumer,United States,Los Angeles,California,90008,OFF-LA-10001404,Office Supplies,Labels,Avery 517,7.38,2,3.4686,0,West,17-04-2018,22-04-2018
5,,,Avery,Incorrect Product Ordered,6859,CA-2018-128965,Standard Class,PS-18760,Pamela Stobb,Consumer,United States,Los Angeles,California,90008,OFF-LA-10001404,Office Supplies,Labels,Avery 517,7.38,2,3.4686,0,West,17-04-2018,22-04-2018
5,,,Avery,Incorrect Product Ordered,6859,CA-2018-128965,Standard Class,PS-18760,Pamela Stobb,Consumer,United States,Los Angeles,California,90008,OFF-LA-10001404,Office Supplies,Labels,Avery 517,7.38,2,3.4686,0,West,17-04-2018,22-04-2018
5,,,Avery,Incorrect Product Ordered,6859,CA-2018-128965,Standard Class,PS-18760,Pamela Stobb,Consumer,United States,Los Angeles,California,90008,OFF-LA-10001404,Office Supplies,Labels,Avery 517,7.38,2,3.4686,0,West,17-04-2018,22-04-2018
5,,,Avery,Incorrect Product Ordered,6859,CA-2018-128965,Standard Class,PS-18760,Pamela Stobb,Consumer,United States,Los Angeles,California,90008,OFF-LA-10001404,Office Supplies,Labels,Avery 517,7.38,2,3.4686,0,West,17-04-2018,22-04-2018
5,,,Avery,Incorrect Product Ordered,6859,CA-2018-128965,Standard Class,PS-18760,Pamela Stobb,Consumer,United States,Los Angeles,California,90008,OFF-LA-10001404,Office Supplies,Labels,Avery 517,7.38,2,3.4686,0,West,17-04-2018,22-04-2018
5,Ordered too many.,R Chen,Avery,Incorrect Product Ordered,3058,CA-2018-131492,Second Class,HH-15010,Hilary Holden,Corporate,United States,San Francisco,California,94110,OFF-LA-10001641,Office Supplies,Labels,Avery 518,31.5,10,15.12,0,West,19-10-2018,24-10-2018
5,Ordered too many.,R Chen,Avery,Incorrect Product Ordered,3058,CA-2018-131492,Second Class,HH-15010,Hilary Holden,Corporate,United States,San Francisco,California,94110,OFF-LA-10001641,Office Supplies,Labels,Avery 518,31.5,10,15.12,0,West,19-10-2018,24-10-2018
5,Ordered too many.,R Chen,Avery,Incorrect Product Ordered,3058,CA-2018-131492,Second Class,HH-15010,Hilary Holden,Corporate,United States,San Francisco,California,94110,OFF-LA-10001641,Office Supplies,Labels,Avery 518,31.5,10,15.12,0,West,19-10-2018,24-10-2018
5,Ordered too many.,R Chen,Avery,Incorrect Product Ordered,3058,CA-2018-131492,Second Class,HH-15010,Hilary Holden,Corporate,United States,San Francisco,California,94110,OFF-LA-10001641,Office Supplies,Labels,Avery 518,31.5,10,15.12,0,West,19-10-2018,24-10-2018
5,,,KI,General,7960,CA-2018-131807,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Chico,California,95928,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,206.352,3,5.158800000,0.2,West,05-10-2018,10-10-2018
5,,,KI,General,7960,CA-2018-131807,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Chico,California,95928,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,206.352,3,5.158800000,0.2,West,05-10-2018,10-10-2018
5,,,KI,General,7960,CA-2018-131807,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Chico,California,95928,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,206.352,3,5.158800000,0.2,West,05-10-2018,10-10-2018
5,,,KI,General,7960,CA-2018-131807,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Chico,California,95928,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,206.352,3,5.158800000,0.2,West,05-10-2018,10-10-2018
5,,,KI,General,7960,CA-2018-131807,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Chico,California,95928,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,206.352,3,5.158800000,0.2,West,05-10-2018,10-10-2018
5,,,KI,General,7960,CA-2018-131807,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Chico,California,95928,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,206.352,3,5.158800000,0.2,West,05-10-2018,10-10-2018
2,didn't match customers décor,R Chen,Eldon,General,7243,CA-2018-136651,Second Class,JF-15355,Jay Fein,Consumer,United States,Pasadena,California,91104,FUR-FU-10004864,Furniture,Furnishings,Eldon 500 Class Desk Accessories,24.14,2,7.9662,0,West,23-04-2018,25-04-2018
2,didn't match customers décor,R Chen,Eldon,General,7243,CA-2018-136651,Second Class,JF-15355,Jay Fein,Consumer,United States,Pasadena,California,91104,FUR-FU-10004864,Furniture,Furnishings,Eldon 500 Class Desk Accessories,24.14,2,7.9662,0,West,23-04-2018,25-04-2018
2,didn't match customers décor,R Chen,Eldon,General,7243,CA-2018-136651,Second Class,JF-15355,Jay Fein,Consumer,United States,Pasadena,California,91104,FUR-FU-10004864,Furniture,Furnishings,Eldon 500 Class Desk Accessories,24.14,2,7.9662,0,West,23-04-2018,25-04-2018
7,,,Other,No Longer Needed,2685,CA-2018-137085,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Los Angeles,California,90004,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,312.552,9,101.5794,0.2,West,29-06-2018,06-07-2018
4,"corner was bent, so it didn't fit in printer.",L Smith,Other,Defective,7207,CA-2018-137414,Standard Class,CM-12115,Chad McGuire,Consumer,United States,San Francisco,California,94109,TEC-MA-10002930,Technology,Machines,Ricoh - Ink Collector Unit for GX3000 Series Printers,369.16,11,32.3015,0.2,West,02-10-2018,06-10-2018
